as_of_date,cycle_hour,chip_slug,n_sources,n_count_sources,idle_gpus_observable,gpuw_pct_source_equal,methodology_version
2026-08-22,2026-08-22T06:00:00+00:00,a100-sxm-80gb,13,4,90,0.5385,v2.3.2
2026-08-22,2026-08-22T09:00:00+00:00,a100-sxm-80gb,13,4,92,0.5385,v2.3.2
2026-08-22,2026-08-22T12:00:00+00:00,a100-sxm-80gb,13,4,88,0.5337,v2.3.2
2026-08-22,2026-08-22T15:00:00+00:00,a100-sxm-80gb,13,4,92,0.5385,v2.3.2
2026-08-22,2026-08-22T18:00:00+00:00,a100-sxm-80gb,13,4,157,0.5385,v2.3.2
2026-08-22,2026-08-22T21:00:00+00:00,a100-sxm-80gb,13,4,156,0.5385,v2.3.2
2026-08-22,2026-08-23T00:00:00+00:00,a100-sxm-80gb,13,4,147,0.5385,v2.3.2
2026-08-22,2026-08-23T03:00:00+00:00,a100-sxm-80gb,13,4,146,0.5385,v2.3.2
2026-08-23,2026-08-23T06:00:00+00:00,a100-sxm-80gb,13,4,109,0.5337,v2.3.2
2026-08-23,2026-08-23T09:00:00+00:00,a100-sxm-80gb,13,4,144,0.5385,v2.3.2
2026-08-23,2026-08-23T12:00:00+00:00,a100-sxm-80gb,13,4,113,0.5337,v2.3.2
2026-08-23,2026-08-23T15:00:00+00:00,a100-sxm-80gb,13,4,113,0.5337,v2.3.2
2026-08-23,2026-08-23T18:00:00+00:00,a100-sxm-80gb,13,4,142,0.5769,v2.3.2
2026-08-23,2026-08-23T21:00:00+00:00,a100-sxm-80gb,13,4,113,0.5721,v2.3.2
2026-08-23,2026-08-24T00:00:00+00:00,a100-sxm-80gb,13,4,146,0.5769,v2.3.2
2026-08-23,2026-08-24T03:00:00+00:00,a100-sxm-80gb,13,4,111,0.5162,v2.3.2
2026-08-24,2026-08-24T06:00:00+00:00,a100-sxm-80gb,13,4,144,0.5769,v2.3.2
2026-08-24,2026-08-24T09:00:00+00:00,a100-sxm-80gb,13,4,140,0.4825,v2.3.2
2026-08-24,2026-08-24T12:00:00+00:00,a100-sxm-80gb,12,4,141,0.5,v2.3.2
2026-08-24,2026-08-24T15:00:00+00:00,a100-sxm-80gb,12,4,108,0.4342,v2.3.2
2026-08-24,2026-08-24T18:00:00+00:00,a100-sxm-80gb,13,4,88,0.5288,v2.3.2
2026-08-24,2026-08-24T21:00:00+00:00,a100-sxm-80gb,13,4,128,0.5337,v2.3.2
2026-08-24,2026-08-25T00:00:00+00:00,a100-sxm-80gb,13,4,100,0.5673,v2.3.2
2026-08-24,2026-08-25T03:00:00+00:00,a100-sxm-80gb,13,4,132,0.5162,v2.3.2
2026-08-25,2026-08-25T06:00:00+00:00,a100-sxm-80gb,12,4,133,0.4759,v2.3.2
2026-08-25,2026-08-25T09:00:00+00:00,a100-sxm-80gb,12,4,131,0.4342,v2.3.2
2026-08-25,2026-08-25T12:00:00+00:00,a100-sxm-80gb,12,4,129,0.4342,v2.3.2
2026-08-25,2026-08-25T15:00:00+00:00,a100-sxm-80gb,12,4,128,0.4342,v2.3.2
2026-08-25,2026-08-25T18:00:00+00:00,a100-sxm-80gb,13,4,110,0.5288,v2.3.2
2026-08-25,2026-08-25T21:00:00+00:00,a100-sxm-80gb,13,4,134,0.4777,v2.3.2
2026-08-25,2026-08-26T00:00:00+00:00,a100-sxm-80gb,13,4,142,0.5162,v2.3.2
2026-08-25,2026-08-26T03:00:00+00:00,a100-sxm-80gb,12,4,130,0.429,v2.3.2
2026-08-26,2026-08-26T06:00:00+00:00,a100-sxm-80gb,12,4,158,0.5365,v2.3.2
2026-08-26,2026-08-26T09:00:00+00:00,a100-sxm-80gb,12,4,156,0.4759,v2.3.2
2026-08-26,2026-08-26T12:00:00+00:00,a100-sxm-80gb,12,4,123,0.4706,v2.3.2
2026-08-26,2026-08-26T15:00:00+00:00,a100-sxm-80gb,9,2,134,0.3011,v2.3.2
2026-08-26,2026-08-26T16:00:00+00:00,a100-sxm-80gb,4,2,21,0.875,v2.3.2
2026-08-26,2026-08-26T18:00:00+00:00,a100-sxm-80gb,6,2,134,0.285,v2.3.2
2026-08-26,2026-08-26T19:00:00+00:00,a100-sxm-80gb,6,2,21,0.5833,v2.3.2
2026-08-26,2026-08-26T22:00:00+00:00,a100-sxm-80gb,13,4,153,0.5162,v2.3.2
2026-08-26,2026-08-27T01:00:00+00:00,a100-sxm-80gb,2,0,,0.0,v2.3.2
2026-08-26,2026-08-27T02:00:00+00:00,a100-sxm-80gb,11,4,120,0.6043,v2.3.2
2026-08-27,2026-08-27T05:00:00+00:00,a100-sxm-80gb,13,4,149,0.5162,v2.3.2
2026-08-27,2026-08-27T09:00:00+00:00,a100-sxm-80gb,12,4,144,0.4759,v2.3.2
2026-08-27,2026-08-27T15:00:00+00:00,a100-sxm-80gb,8,1,110,0.2047,v2.3.2
2026-08-27,2026-08-27T16:00:00+00:00,a100-sxm-80gb,4,2,7,0.875,v2.3.2
2026-08-27,2026-08-27T21:00:00+00:00,a100-sxm-80gb,13,4,98,0.5162,v2.3.2
2026-08-27,2026-08-28T03:00:00+00:00,a100-sxm-80gb,13,4,85,0.5673,v2.3.2
2026-08-28,2026-08-28T09:00:00+00:00,a100-sxm-80gb,12,4,116,0.4342,v2.3.2
2026-08-28,2026-08-28T16:00:00+00:00,a100-sxm-80gb,13,4,77,0.5162,v2.3.2
2026-08-28,2026-08-28T21:00:00+00:00,a100-sxm-80gb,13,4,96,0.5337,v2.3.2
2026-08-28,2026-08-29T00:00:00+00:00,a100-sxm-80gb,13,4,102,0.5721,v2.3.2
2026-08-28,2026-08-29T03:00:00+00:00,a100-sxm-80gb,13,4,101,0.5721,v2.3.2
